Type	Stopped_Time	Activated_Time	Duration(s)	Daylight	
Mouse	2021-09-13 13:11:54.084558	2021-09-13 13:15:10.826545	196.741987	Afternoon
Mouse	2021-09-13 13:15:18.381344	2021-09-13 13:15:29.722024	11.34068	Afternoon
Keyboard	2021-09-13 13:08:51.721131	2021-09-13 13:15:34.023522	402.302391	Afternoon
Keyboard	2021-09-13 13:15:35.096653	2021-09-13 13:15:41.314031	6.217378	Afternoon
Keyboard	2021-09-13 13:15:42.391151	2021-09-13 13:15:47.700956	5.309805	Afternoon
Mouse	2021-09-13 13:16:14.739662	2021-09-13 13:16:25.153820	10.414158	Afternoon
Keyboard	2021-09-13 13:15:48.462918	2021-09-13 13:16:57.359715	68.896797	Afternoon
Keyboard	2021-09-13 13:17:00.750646	2021-09-13 13:17:08.255580	7.504934	Afternoon
Mouse	2021-09-13 13:17:13.427753	2021-09-13 13:17:19.761817	6.334064	Afternoon
Keyboard	2021-09-13 13:17:13.175431	2021-09-13 13:17:37.228120	24.052689	Afternoon
Mouse	2021-09-13 13:17:41.131682	2021-09-13 13:17:49.563140	8.431458	Afternoon
Keyboard	2021-09-13 13:17:40.737737	2021-09-13 13:17:52.734660	11.996923	Afternoon
Keyboard	2021-09-13 13:17:57.996593	2021-09-13 13:18:05.470611	7.474018	Afternoon
Mouse	2021-09-13 13:18:07.739543	2021-09-13 13:18:13.124148	5.384605	Afternoon
Keyboard	2021-09-13 13:18:05.543420	2021-09-13 13:18:14.535374	8.991954	Afternoon
Mouse	2021-09-13 13:18:13.771417	2021-09-13 13:18:24.683243	10.910826	Afternoon
Mouse	2021-09-13 13:18:36.615340	2021-09-13 13:18:41.642898	5.027558	Afternoon
Keyboard	2021-09-13 13:18:35.733698	2021-09-13 13:18:55.325316	19.591618	Afternoon
Keyboard	2021-09-13 13:19:12.167286	2021-09-13 13:19:29.566768	17.399482	Afternoon
Keyboard	2021-09-13 13:19:29.733322	2021-09-13 13:20:16.623955	46.890633	Afternoon
Keyboard	2021-09-13 13:20:37.261778	2021-09-13 13:20:56.148280	18.886502	Afternoon
Keyboard	2021-09-13 13:20:57.903587	2021-09-13 13:21:03.315119	5.411532	Afternoon
Keyboard	2021-09-13 13:21:06.244287	2021-09-13 13:21:16.244551	10.000264	Afternoon
Keyboard	2021-09-13 13:21:17.382508	2021-09-13 13:21:32.472164	15.089656	Afternoon
Keyboard	2021-09-13 13:21:33.101483	2021-09-13 13:21:39.402633	6.30115	Afternoon
Keyboard	2021-09-13 13:21:39.498378	2021-09-13 13:22:21.698550	42.200172	Afternoon
Mouse	2021-09-13 13:22:43.849327	2021-09-13 13:23:00.579598	16.730271	Afternoon
Keyboard	2021-09-13 13:22:22.048615	2021-09-13 13:23:05.097519	43.048904	Afternoon
Mouse	2021-09-13 13:23:26.552824	2021-09-13 13:23:37.097400	10.544576	Afternoon
Mouse	2021-09-13 13:24:12.428682	2021-09-13 13:24:20.186939	7.758257	Afternoon
Keyboard	2021-09-13 13:23:06.003096	2021-09-13 13:24:30.974096	84.971	Afternoon
Mouse	2021-09-13 13:24:27.771661	2021-09-13 13:24:37.549517	9.777856	Afternoon
Keyboard	2021-09-13 13:24:36.178184	2021-09-13 13:24:43.426858	7.248674	Afternoon
Mouse	2021-09-13 13:24:43.130651	2021-09-13 13:24:53.578923	10.448272	Afternoon
Mouse	2021-09-13 13:26:16.943105	2021-09-13 13:26:22.205897	5.262792	Afternoon
Keyboard	2021-09-13 13:24:50.145003	2021-09-13 13:28:02.977464	192.832461	Afternoon
Mouse	2021-09-13 13:28:46.302753	2021-09-13 13:28:52.818969	6.516216	Afternoon
Mouse	2021-09-13 13:29:27.151489	2021-09-13 13:29:33.508047	6.356558	Afternoon
Mouse	2021-09-13 13:29:46.256844	2021-09-13 13:29:53.833770	7.576926	Afternoon
Mouse	2021-09-13 13:30:01.116928	2021-09-13 13:30:10.371142	9.254214	Afternoon
Mouse	2021-09-13 13:30:18.194595	2021-09-13 13:30:30.411234	12.216639	Afternoon
Mouse	2021-09-13 13:31:48.974867	2021-09-13 13:31:55.986886	7.012019	Afternoon
Mouse	2021-09-13 13:32:58.865546	2021-09-13 13:33:05.755261	6.889715	Afternoon
Mouse	2021-09-13 13:33:47.257498	2021-09-13 13:33:53.570081	6.312583	Afternoon
Mouse	2021-09-13 13:34:34.771846	2021-09-13 13:34:56.578850	21.807004	Afternoon
Mouse	2021-09-13 13:35:06.006535	2021-09-13 13:35:23.874167	17.867632	Afternoon
Mouse	2021-09-13 13:35:28.193475	2021-09-13 13:35:50.779100	22.585625	Afternoon
Mouse	2021-09-13 13:35:52.771824	2021-09-13 13:36:25.929641	33.157817	Afternoon
Mouse	2021-09-13 13:36:31.536627	2021-09-13 13:41:23.835831	292.299204	Afternoon
Keyboard	2021-09-13 13:28:03.966385	2021-09-13 13:41:46.320200	822.353815	Afternoon
Mouse	2021-09-13 13:42:18.819577	2021-09-13 13:42:26.363619	7.544042	Afternoon
Keyboard	2021-09-13 13:41:51.294687	2021-09-13 13:42:31.942109	40.647422	Afternoon
Keyboard	2021-09-13 13:42:33.406621	2021-09-13 13:43:06.847236	33.440615	Afternoon
Mouse	2021-09-13 13:43:06.505556	2021-09-13 13:43:31.812621	25.307065	Afternoon
Keyboard	2021-09-13 13:43:28.810271	2021-09-13 13:43:42.853851	14.04358	Afternoon
Mouse	2021-09-13 13:43:42.506030	2021-09-13 13:43:55.612173	13.106143	Afternoon
Keyboard	2021-09-13 13:43:54.149441	2021-09-13 13:45:03.808379	69.658938	Afternoon
Mouse	2021-09-13 13:45:34.442473	2021-09-13 13:46:29.233983	54.79151	Afternoon
Mouse	2021-09-13 13:46:44.709606	2021-09-13 13:47:31.466595	46.756989	Afternoon
Mouse	2021-09-13 13:47:32.709273	2021-09-13 13:51:27.249202	234.539929	Afternoon
Mouse	2021-09-13 13:51:29.819328	2021-09-13 13:56:27.869453	298.050125	Afternoon
Mouse	2021-09-13 13:56:29.285668	2021-09-13 13:57:34.909213	65.623545	Afternoon
Mouse	2021-09-13 13:57:45.896837	2021-09-13 14:03:42.204205	356.307368	Afternoon
Mouse	2021-09-13 14:04:35.098781	2021-09-13 14:04:45.674507	10.575726	Afternoon
Keyboard	2021-09-13 13:45:06.106235	2021-09-13 14:04:54.193729	1188.087494	Afternoon
Mouse	2021-09-13 14:04:54.086017	2021-09-13 14:05:01.628851	7.542834	Afternoon
Mouse	2021-09-13 14:05:10.178990	2021-09-13 14:06:27.033509	76.854519	Afternoon
Mouse	2021-09-13 14:06:29.725313	2021-09-13 14:08:31.356116	121.630803	Afternoon
Keyboard	2021-09-13 14:05:00.521810	2021-09-13 14:08:43.325116	222.803306	Afternoon
Keyboard	2021-09-13 14:08:47.122962	2021-09-13 14:08:52.686090	5.563128	Afternoon
Keyboard	2021-09-13 14:08:55.308078	2021-09-13 14:09:06.673690	11.365612	Afternoon
Keyboard	2021-09-13 14:09:09.944944	2021-09-13 14:09:17.052943	7.107999	Afternoon
Keyboard	2021-09-13 14:09:23.978425	2021-09-13 14:10:31.320382	67.341957	Afternoon
Keyboard	2021-09-13 14:10:47.340545	2021-09-13 14:11:11.094036	23.753491	Afternoon
Keyboard	2021-09-13 14:11:12.223027	2021-09-13 14:11:19.882541	7.659514	Afternoon
Mouse	2021-09-13 14:11:47.929553	2021-09-13 14:16:07.268176	259.338623	Afternoon
Mouse	2021-09-13 14:16:32.182566	2021-09-13 14:16:38.795884	6.613318	Afternoon
Keyboard	2021-09-13 14:11:32.791028	2021-09-13 14:17:20.852442	348.061414	Afternoon
Keyboard	2021-09-13 14:17:21.821850	2021-09-13 14:17:28.376325	6.554475	Afternoon
Keyboard	2021-09-13 14:17:29.129311	2021-09-13 14:17:37.198736	8.069425	Afternoon
Keyboard	2021-09-13 14:17:43.060066	2021-09-13 14:17:48.843606	5.78354	Afternoon
Keyboard	2021-09-13 14:17:51.312002	2021-09-13 14:18:10.574501	19.262499	Afternoon
Keyboard	2021-09-13 14:18:11.682539	2021-09-13 14:18:17.697458	6.014919	Afternoon
Keyboard	2021-09-13 14:18:18.571122	2021-09-13 14:18:25.273204	6.702082	Afternoon
Mouse	2021-09-13 14:18:27.880235	2021-09-13 14:19:49.844092	81.963857	Afternoon
Keyboard	2021-09-13 14:18:27.571059	2021-09-13 14:20:01.046141	93.475082	Afternoon
Keyboard	2021-09-13 14:20:08.269829	2021-09-13 14:20:14.130159	5.86033	Afternoon
Mouse	2021-09-13 14:20:32.834158	2021-09-13 14:20:50.602645	17.768487	Afternoon
Keyboard	2021-09-13 14:20:20.204918	2021-09-13 14:21:04.608201	44.403283	Afternoon
Keyboard	2021-09-13 14:21:47.228280	2021-09-13 14:21:52.631804	5.403524	Afternoon
Keyboard	2021-09-13 14:21:52.690653	2021-09-13 14:22:56.887007	64.196354	Afternoon
Mouse	2021-09-13 14:22:05.601128	2021-09-13 14:25:29.811145	204.210017	Afternoon
Mouse	2021-09-13 14:25:37.130578	2021-09-13 14:26:39.186660	62.056082	Afternoon
Mouse	2021-09-13 14:27:01.271614	2021-09-13 14:27:06.941484	5.66987	Afternoon
Mouse	2021-09-13 14:27:21.740886	2021-09-13 14:31:27.357200	245.616314	Afternoon
Mouse	2021-09-13 14:31:29.147413	2021-09-13 14:34:22.828058	173.680645	Afternoon
Keyboard	2021-09-13 14:22:58.323169	2021-09-13 14:34:41.967884	703.644715	Afternoon
Mouse	2021-09-13 14:34:41.103196	2021-09-13 14:34:47.396369	6.293173	Afternoon
Mouse	2021-09-13 14:35:08.130933	2021-09-13 14:35:38.859777	30.728844	Afternoon
Mouse	2021-09-13 14:35:42.302570	2021-09-13 14:36:12.731215	30.428645	Afternoon
Mouse	2021-09-13 14:36:13.023434	2021-09-13 14:36:47.918140	34.894706	Afternoon
Mouse	2021-09-13 14:36:49.208687	2021-09-13 14:36:54.242230	5.033543	Afternoon
Keyboard	2021-09-13 14:34:49.637379	2021-09-13 14:37:03.843561	134.206182	Afternoon
Mouse	2021-09-13 14:36:55.975597	2021-09-13 14:38:42.459896	106.484299	Afternoon
Keyboard	2021-09-13 14:37:04.298344	2021-09-13 14:39:03.868657	119.570313	Afternoon
Keyboard	2021-09-13 14:39:07.833058	2021-09-13 14:39:15.966316	8.133258	Afternoon
Keyboard	2021-09-13 14:39:17.283790	2021-09-13 14:39:26.461254	9.177464	Afternoon
Keyboard	2021-09-13 14:39:27.249148	2021-09-13 14:39:43.967448	16.7183	Afternoon
Keyboard	2021-09-13 14:39:47.512971	2021-09-13 14:39:54.200090	6.687119	Afternoon
Mouse	2021-09-13 14:40:06.569020	2021-09-13 14:40:15.844222	9.275202	Afternoon
Mouse	2021-09-13 14:40:23.801945	2021-09-13 14:40:28.980100	5.178155	Afternoon
Mouse	2021-09-13 14:40:33.911916	2021-09-13 14:40:43.658856	9.74694	Afternoon
Mouse	2021-09-13 14:40:48.427107	2021-09-13 14:41:28.154890	39.727783	Afternoon
Mouse	2021-09-13 14:41:30.448756	2021-09-13 14:44:01.538797	151.090041	Afternoon
Mouse	2021-09-13 14:44:15.849537	2021-09-13 14:44:22.411990	6.562453	Afternoon
Mouse	2021-09-13 14:44:27.286957	2021-09-13 14:44:32.691507	5.40455	Afternoon
Keyboard	2021-09-13 14:39:55.583391	2021-09-13 14:44:42.687782	287.104391	Afternoon
Mouse	2021-09-13 14:44:41.898890	2021-09-13 14:44:51.092310	9.19342	Afternoon
Keyboard	2021-09-13 14:44:56.197660	2021-09-13 14:45:04.929314	8.731654	Afternoon
Mouse	2021-09-13 14:45:08.631417	2021-09-13 14:45:16.500378	7.868961	Afternoon
Keyboard	2021-09-13 14:45:05.278383	2021-09-13 14:45:48.949620	43.671237	Afternoon
Mouse	2021-09-13 14:45:50.381790	2021-09-13 14:45:56.043656	5.661866	Afternoon
Keyboard	2021-09-13 14:45:51.088901	2021-09-13 14:46:14.527236	23.438335	Afternoon
Keyboard	2021-09-13 14:46:17.925151	2021-09-13 14:46:23.306762	5.381611	Afternoon
Mouse	2021-09-13 14:46:30.101598	2021-09-13 14:46:38.946947	8.845349	Afternoon
Mouse	2021-09-13 14:47:18.208327	2021-09-13 14:47:24.426707	6.21838	Afternoon
Keyboard	2021-09-13 14:46:26.098300	2021-09-13 14:47:35.133078	69.034778	Afternoon
Mouse	2021-09-13 14:47:34.131755	2021-09-13 14:47:46.424886	12.293131	Afternoon
Keyboard	2021-09-13 14:47:44.293585	2021-09-13 14:47:50.790215	6.49663	Afternoon
Mouse	2021-09-13 14:47:50.369341	2021-09-13 14:47:56.014248	5.644907	Afternoon
Keyboard	2021-09-13 14:47:54.052496	2021-09-13 14:48:00.125256	6.07276	Afternoon
Mouse	2021-09-13 14:47:59.615622	2021-09-13 14:48:22.174306	22.558684	Afternoon
Keyboard	2021-09-13 14:48:20.298320	2021-09-13 14:49:13.416304	53.117984	Afternoon
Mouse	2021-09-13 14:49:10.663664	2021-09-13 14:49:17.003712	6.340048	Afternoon
Mouse	2021-09-13 14:49:21.255345	2021-09-13 14:49:26.627982	5.372637	Afternoon
Keyboard	2021-09-13 14:49:15.002064	2021-09-13 14:49:32.843364	17.8413	Afternoon
Mouse	2021-09-13 14:50:08.006351	2021-09-13 14:50:14.716410	6.710059	Afternoon
Mouse	2021-09-13 14:50:35.489869	2021-09-13 14:50:42.011434	6.521565	Afternoon
Keyboard	2021-09-13 14:49:47.459285	2021-09-13 14:50:45.456257	57.996972	Afternoon
Keyboard	2021-09-13 14:50:46.068585	2021-09-13 14:50:58.049554	11.980969	Afternoon
Keyboard	2021-09-13 14:51:02.660227	2021-09-13 14:51:16.757538	14.097311	Afternoon
Keyboard	2021-09-13 14:51:19.223941	2021-09-13 14:51:24.395115	5.171174	Afternoon
Mouse	2021-09-13 14:51:31.130108	2021-09-13 14:51:37.221263	6.091155	Afternoon
Keyboard	2021-09-13 14:51:24.552695	2021-09-13 14:51:40.712633	16.159938	Afternoon
Mouse	2021-09-13 14:51:39.552876	2021-09-13 14:51:54.860172	15.307296	Afternoon
Keyboard	2021-09-13 14:51:52.662048	2021-09-13 14:52:18.319451	25.657403	Afternoon
Keyboard	2021-09-13 14:52:18.539860	2021-09-13 14:52:30.924748	12.384888	Afternoon
Mouse	2021-09-13 14:52:29.802749	2021-09-13 14:52:35.861549	6.0588	Afternoon
Mouse	2021-09-13 14:53:22.350256	2021-09-13 14:53:40.450862	18.100606	Afternoon
Mouse	2021-09-13 14:54:17.787037	2021-09-13 14:54:24.091182	6.304145	Afternoon
Keyboard	2021-09-13 14:52:35.022791	2021-09-13 14:54:25.862447	110.839656	Afternoon
Keyboard	2021-09-13 14:54:26.789966	2021-09-13 14:54:34.536259	7.746293	Afternoon
Keyboard	2021-09-13 14:54:35.244364	2021-09-13 14:54:40.947116	5.702752	Afternoon
Keyboard	2021-09-13 14:54:55.699674	2021-09-13 14:55:05.142427	9.442753	Afternoon
Keyboard	2021-09-13 14:55:05.762768	2021-09-13 14:55:29.707748	23.94498	Afternoon
Mouse	2021-09-13 14:56:04.006047	2021-09-13 14:56:10.092774	6.086727	Afternoon
Keyboard	2021-09-13 14:55:35.857307	2021-09-13 14:56:29.508864	53.651557	Afternoon
Keyboard	2021-09-13 14:56:30.109258	2021-09-13 14:56:48.064252	17.954994	Afternoon
Keyboard	2021-09-13 14:56:49.291971	2021-09-13 14:57:01.374666	12.082695	Afternoon
Keyboard	2021-09-13 14:57:01.950126	2021-09-13 14:57:08.146561	6.196435	Afternoon
Keyboard	2021-09-13 14:57:14.728961	2021-09-13 14:57:24.934674	10.205713	Afternoon
Keyboard	2021-09-13 14:57:25.737538	2021-09-13 14:57:34.267721	8.530183	Afternoon
Keyboard	2021-09-13 14:57:35.007743	2021-09-13 14:57:41.507364	6.499621	Afternoon
Keyboard	2021-09-13 14:57:45.905605	2021-09-13 14:58:00.345998	14.440393	Afternoon
Keyboard	2021-09-13 14:58:02.552098	2021-09-13 14:58:08.282777	5.730679	Afternoon
Keyboard	2021-09-13 14:58:11.808352	2021-09-13 14:58:21.788667	9.980315	Afternoon
Keyboard	2021-09-13 14:58:22.749100	2021-09-13 14:58:35.201806	12.452706	Afternoon
Keyboard	2021-09-13 14:58:36.482382	2021-09-13 14:58:43.401882	6.9195	Afternoon
Keyboard	2021-09-13 14:58:43.981336	2021-09-13 14:58:52.621234	8.639898	Afternoon
Mouse	2021-09-14 10:37:37.975496	2021-09-14 10:38:19.235082	41.259586	Morning
Mouse	2021-09-14 10:38:21.599754	2021-09-14 10:39:23.216868	61.617114	Morning
Mouse	2021-09-14 10:39:28.771906	2021-09-14 10:39:35.578690	6.806784	Morning
Mouse	2021-09-14 10:39:36.286798	2021-09-14 10:39:45.115171	8.828373	Morning
Mouse	2021-09-14 10:40:13.006533	2021-09-14 10:40:46.289465	33.282932	Morning
Mouse	2021-09-14 10:40:58.255444	2021-09-14 10:41:17.313442	19.057998	Morning
Mouse	2021-09-14 10:41:17.630594	2021-09-14 10:41:36.713527	19.082933	Morning
Mouse	2021-09-14 10:41:40.317881	2021-09-14 10:43:20.218541	99.90066	Morning
Mouse	2021-09-14 10:43:21.037350	2021-09-14 10:45:27.280515	126.243165	Morning
Mouse	2021-09-14 10:45:27.584701	2021-09-14 10:48:22.981329	175.396628	Morning
Keyboard	2021-09-14 10:37:11.939171	2021-09-14 10:48:31.606248	679.667077	Morning
Mouse	2021-09-14 10:48:44.021132	2021-09-14 10:48:52.796647	8.775515	Morning
Mouse	2021-09-14 10:48:53.694246	2021-09-14 10:49:20.488541	26.794295	Morning
Mouse	2021-09-14 10:49:28.318588	2021-09-14 10:49:41.345727	13.027139	Morning
Mouse	2021-09-14 10:49:51.287123	2021-09-14 10:49:58.579609	7.292486	Morning
Mouse	2021-09-14 10:50:00.304991	2021-09-14 10:50:05.610792	5.305801	Morning
Mouse	2021-09-14 10:50:14.475071	2021-09-14 10:50:19.478682	5.003611	Morning
Mouse	2021-09-14 10:51:02.569379	2021-09-14 10:51:21.143662	18.574283	Morning
Mouse	2021-09-14 10:51:22.459140	2021-09-14 10:51:36.860602	14.401462	Morning
Mouse	2021-09-14 10:51:43.740192	2021-09-14 10:51:52.630400	8.890208	Morning
Mouse	2021-09-14 10:52:04.740993	2021-09-14 10:52:14.001211	9.260218	Morning
Mouse	2021-09-14 10:52:32.475772	2021-09-14 10:52:41.048830	8.573058	Morning
Keyboard	2021-09-14 10:48:32.501853	2021-09-14 10:52:48.132873	255.63102	Morning
Keyboard	2021-09-14 10:52:49.099286	2021-09-14 10:52:59.418671	10.319385	Morning
Mouse	2021-09-14 10:53:02.444574	2021-09-14 10:53:19.517885	17.073311	Morning
Mouse	2021-09-14 10:53:30.552355	2021-09-14 10:53:53.770222	23.217867	Morning
Mouse	2021-09-14 10:54:12.398373	2021-09-14 10:54:44.682977	32.284604	Morning
Mouse	2021-09-14 10:54:45.209569	2021-09-14 10:55:20.829247	35.619678	Morning
Mouse	2021-09-14 10:55:24.287992	2021-09-14 10:55:38.578749	14.290757	Morning
Mouse	2021-09-14 10:55:48.881180	2021-09-14 10:56:45.775926	56.894746	Morning
Mouse	2021-09-14 10:56:45.864688	2021-09-14 10:58:31.940821	106.076133	Morning
Keyboard	2021-09-14 10:53:00.380098	2021-09-14 10:58:32.086431	331.706333	Morning
Mouse	2021-09-14 10:58:36.392907	2021-09-14 11:00:01.494172	85.101265	Afternoon
Mouse	2021-09-14 11:00:01.537055	2021-09-14 11:00:07.392387	5.855332	Afternoon
Mouse	2021-09-14 11:00:07.661665	2021-09-14 11:03:25.487273	197.825608	Afternoon
Mouse	2021-09-14 11:03:29.526464	2021-09-14 11:06:43.470581	193.944117	Afternoon
Keyboard	2021-09-14 10:58:32.585098	2021-09-14 11:07:16.089291	523.504193	Afternoon
Mouse	2021-09-14 11:06:49.960213	2021-09-14 11:07:32.768657	42.808444	Afternoon
Mouse	2021-09-14 11:08:25.020826	2021-09-14 11:08:34.406708	9.385882	Afternoon
Mouse	2021-09-14 11:08:49.287887	2021-09-14 11:08:59.836768	10.548881	Afternoon
Mouse	2021-09-14 11:09:00.849058	2021-09-14 11:09:06.067095	5.218037	Afternoon
Mouse	2021-09-14 11:09:06.225671	2021-09-14 11:09:23.191269	16.965598	Afternoon
Mouse	2021-09-14 11:09:31.161939	2021-09-14 11:09:42.430783	11.268844	Afternoon
Mouse	2021-09-14 11:09:45.490597	2021-09-14 11:11:08.975185	83.484588	Afternoon
Keyboard	2021-09-14 11:07:21.642431	2021-09-14 11:11:42.555324	260.912893	Afternoon
Mouse	2021-09-14 11:11:41.678668	2021-09-14 11:12:05.940742	24.262074	Afternoon
Mouse	2021-09-14 11:12:06.587012	2021-09-14 11:12:52.980858	46.393846	Afternoon
Mouse	2021-09-14 11:12:54.475858	2021-09-14 11:12:59.874411	5.398553	Afternoon
Keyboard	2021-09-14 11:12:01.073766	2021-09-14 11:13:05.544239	64.470473	Afternoon
Mouse	2021-09-14 11:13:04.365394	2021-09-14 11:13:11.550166	7.184772	Afternoon
Mouse	2021-09-14 11:13:12.663188	2021-09-14 11:13:19.610596	6.947408	Afternoon
Mouse	2021-09-14 11:13:32.959873	2021-09-14 11:13:44.859031	11.899158	Afternoon
Keyboard	2021-09-14 11:13:08.794541	2021-09-14 11:13:47.400230	38.605689	Afternoon
Keyboard	2021-09-14 11:13:48.955069	2021-09-14 11:13:57.016496	8.061427	Afternoon
Mouse	2021-09-14 11:13:56.537777	2021-09-14 11:14:32.988234	36.450457	Afternoon
Mouse	2021-09-14 11:14:35.616202	2021-09-14 11:14:41.378292	5.76209	Afternoon
Mouse	2021-09-14 11:14:56.272435	2021-09-14 11:15:02.286340	6.013905	Afternoon
Keyboard	2021-09-14 11:14:32.308053	2021-09-14 11:15:21.518873	49.21082	Afternoon
Mouse	2021-09-14 11:15:16.944116	2021-09-14 11:15:32.989178	16.045062	Afternoon
Keyboard	2021-09-14 11:15:31.913059	2021-09-14 11:15:41.068557	9.155498	Afternoon
Mouse	2021-09-14 11:15:40.256731	2021-09-14 11:16:11.724520	31.467789	Afternoon
Keyboard	2021-09-14 11:16:10.530715	2021-09-14 11:16:20.750366	10.219651	Afternoon
Mouse	2021-09-14 11:16:20.256688	2021-09-14 11:17:03.645577	43.388889	Afternoon
Keyboard	2021-09-14 11:17:03.004293	2021-09-14 11:17:11.784817	8.780524	Afternoon
Keyboard	2021-09-14 11:17:12.259526	2021-09-14 11:17:45.834676	33.57515	Afternoon
Mouse	2021-09-14 11:17:45.505559	2021-09-14 11:18:05.037288	19.531729	Afternoon
Keyboard	2021-09-14 11:18:03.968148	2021-09-14 11:19:11.603155	67.635007	Afternoon
Mouse	2021-09-14 11:19:41.084261	2021-09-14 11:19:56.356391	15.27213	Afternoon
Keyboard	2021-09-14 11:19:12.379078	2021-09-14 11:20:09.445365	57.066287	Afternoon
Keyboard	2021-09-14 11:20:10.035784	2021-09-14 11:20:16.104544	6.06876	Afternoon
Mouse	2021-09-14 11:20:10.662108	2021-09-14 11:21:11.628958	60.96685	Afternoon
Mouse	2021-09-14 11:21:25.194655	2021-09-14 11:21:39.699837	14.505182	Afternoon
Mouse	2021-09-14 11:22:01.569313	2021-09-14 11:23:37.380915	95.811602	Afternoon
Mouse	2021-09-14 11:23:56.193573	2021-09-14 11:24:02.237398	6.043825	Afternoon
Mouse	2021-09-14 11:24:14.224320	2021-09-14 11:26:30.156559	135.932239	Afternoon
Keyboard	2021-09-14 11:21:11.035546	2021-09-14 11:26:48.646079	337.610533	Afternoon
Mouse	2021-09-14 11:26:57.725781	2021-09-14 11:27:03.092422	5.366641	Afternoon
Mouse	2021-09-14 11:27:46.976983	2021-09-14 11:27:55.931020	8.954037	Afternoon
Mouse	2021-09-14 11:28:13.209782	2021-09-14 11:28:18.578413	5.368631	Afternoon
Keyboard	2021-09-14 11:26:49.623464	2021-09-14 11:28:28.048073	98.424609	Afternoon
Mouse	2021-09-14 11:28:27.740894	2021-09-14 11:28:33.551346	5.810452	Afternoon
Mouse	2021-09-14 11:28:35.307646	2021-09-14 11:28:43.613419	8.305773	Afternoon
Mouse	2021-09-14 11:29:23.850741	2021-09-14 11:29:32.356978	8.506237	Afternoon
Mouse	2021-09-14 11:30:39.959070	2021-09-14 11:30:54.722562	14.763492	Afternoon
Mouse	2021-09-14 11:30:58.022731	2021-09-14 11:31:39.298277	41.275546	Afternoon
Mouse	2021-09-14 11:31:42.725104	2021-09-14 11:31:52.218699	9.493595	Afternoon
Mouse	2021-09-14 11:32:10.303304	2021-09-14 11:32:18.434543	8.131239	Afternoon
Mouse	2021-09-14 11:32:18.446512	2021-09-14 11:32:24.779564	6.333052	Afternoon
Mouse	2021-09-14 11:33:04.600002	2021-09-14 11:33:09.675421	5.075419	Afternoon
Keyboard	2021-09-14 11:28:32.473230	2021-09-14 11:33:24.356133	291.882903	Afternoon
Keyboard	2021-09-14 11:33:25.059254	2021-09-14 11:34:37.682906	72.623652	Afternoon
Keyboard	2021-09-14 11:34:38.656301	2021-09-14 11:34:46.933152	8.276851	Afternoon
Keyboard	2021-09-14 11:34:47.807811	2021-09-14 11:34:53.782823	5.975012	Afternoon
Keyboard	2021-09-14 11:34:57.075013	2021-09-14 11:35:19.571811	22.496798	Afternoon
Keyboard	2021-09-14 11:35:23.030553	2021-09-14 11:35:29.638869	6.608316	Afternoon
Keyboard	2021-09-14 11:35:34.263495	2021-09-14 11:35:50.608753	16.345258	Afternoon
Keyboard	2021-09-14 11:35:51.707812	2021-09-14 11:35:57.667862	5.96005	Afternoon
Mouse	2021-09-14 11:36:12.788398	2021-09-14 11:36:30.067159	17.278761	Afternoon
Mouse	2021-09-14 11:36:30.100071	2021-09-14 11:37:37.729091	67.62902	Afternoon
Mouse	2021-09-14 11:37:37.740066	2021-09-14 11:38:30.353270	52.613204	Afternoon
Mouse	2021-09-14 11:38:32.772792	2021-09-14 11:38:40.786346	8.013554	Afternoon
Keyboard	2021-09-14 11:36:10.028783	2021-09-14 11:38:57.714048	167.685265	Afternoon
Mouse	2021-09-14 11:38:56.459404	2021-09-14 11:39:06.855584	10.39618	Afternoon
Keyboard	2021-09-14 11:39:05.449347	2021-09-14 11:39:13.684310	8.234963	Afternoon
Mouse	2021-09-14 11:39:07.694339	2021-09-14 11:39:15.132435	7.438096	Afternoon
Mouse	2021-09-14 11:39:16.600506	2021-09-14 11:39:29.435159	12.834653	Afternoon
Mouse	2021-09-14 11:39:31.636269	2021-09-14 11:40:02.052873	30.416604	Afternoon
Mouse	2021-09-14 11:40:27.943596	2021-09-14 11:40:34.658617	6.715021	Afternoon
Keyboard	2021-09-14 11:40:00.808203	2021-09-14 11:40:44.001615	43.193412	Afternoon
Keyboard	2021-09-14 11:40:45.576400	2021-09-14 11:40:51.799746	6.223346	Afternoon
Mouse	2021-09-14 11:41:11.350428	2021-09-14 11:41:17.968718	6.61829	Afternoon
Keyboard	2021-09-14 11:40:59.466230	2021-09-14 11:41:20.572752	21.106522	Afternoon
Mouse	2021-09-14 11:41:19.912515	2021-09-14 11:41:39.490124	19.577609	Afternoon
Keyboard	2021-09-14 11:41:32.350231	2021-09-14 11:41:39.612796	7.262565	Afternoon
Mouse	2021-09-14 11:41:39.741451	2021-09-14 11:41:51.386292	11.644841	Afternoon
Keyboard	2021-09-14 11:41:50.547534	2021-09-14 11:42:01.304747	10.757213	Afternoon
Keyboard	2021-09-14 11:42:01.422432	2021-09-14 11:42:08.721898	7.299466	Afternoon
Mouse	2021-09-14 11:42:08.146438	2021-09-14 11:42:21.866235	13.719797	Afternoon
Keyboard	2021-09-14 11:42:21.034462	2021-09-14 11:42:30.226862	9.1924	Afternoon
Mouse	2021-09-14 11:42:41.678217	2021-09-14 11:42:48.649561	6.971344	Afternoon
